,provincia_residencia,tipo_parto,sexo,grupo_edad_madre,grupo_semanas_gestacion,nivel_educativo_madre,peso_nacimiento,cantidad,año
244,86,Múltiple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
245,14,Múltiple,Mujer,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
246,50,Simple,Sin especificar,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
247,34,Múltiple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
248,74,Simple,Mujer,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,196,2022
249,78,Múltiple,Mujer,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
250,22,Simple,Varón,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,20,2022
251,82,Simple,Mujer,Menor de 15,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
252,74,Simple,Varón,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5,2022
253,6,Múltiple,Varón,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,5,2022
254,46,Múltiple,Varón,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
255,38,Simple,Varón,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,18,2022
256,50,Simple,Mujer,40 a 44,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
257,62,Simple,Varón,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,16,2022
258,10,Múltiple,Mujer,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
259,14,Múltiple,Mujer,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,10,2022
260,86,Simple,Mujer,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
261,66,Múltiple,Mujer,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5,2022
262,14,Simple,Varón,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,17,2022
263,74,Simple,Mujer,30 a 34,37 a 41,Sin especificar,2500 gramos y más,30,2022
264,34,Simple,Mujer,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,5,2022
265,82,Simple,Mujer,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,25,2022
266,18,Simple,Mujer,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,28,2022
267,58,Simple,Varón,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,3,2022
268,30,Simple,Mujer,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,6,2022
269,66,Múltiple,Mujer,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
270,50,Múltiple,Varón,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,4,2022
271,38,Múltiple,Mujer,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
272,42,Múltiple,Mujer,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
273,42,Simple,Mujer,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,35,2022
274,6,Simple,Varón,20 a 24,24 a 27,Sin especificar,Menos de 2500 gramos,10,2022
275,30,Simple,Mujer,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
276,2,Sin especificar,Mujer,30 a 34,32 a 36,Sin especificar,Menos de 2500 gramos,8,2022
277,10,Múltiple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
278,66,Múltiple,Varón,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
279,50,Simple,Mujer,Menor de 15,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,14,2022
280,2,Simple,Mujer,Sin especificar,Sin especificar,Sin especificar,Sin especificar,1,2022
281,22,Simple,Mujer,20 a 24,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4,2022
282,74,Simple,Varón,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,8,2022
283,2,Múltiple,Mujer,30 a 34,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,40,2022
284,82,Simple,Varón,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,104,2022
285,82,Simple,Varón,20 a 24,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
286,82,Simple,Mujer,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,48,2022
287,82,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,111,2022
288,6,Simple,Varón,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,8,2022
289,58,Simple,Mujer,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,650,2022
290,62,Simple,Mujer,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
291,34,Múltiple,Varón,35 a 39,37 a 41,Sin especificar,2500 gramos y más,2,2022
292,14,Simple,Mujer,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,10,2022
293,82,Múltiple,Mujer,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,7,2022
294,90,Simple,Varón,20 a 24,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,23,2022
295,18,Múltiple,Mujer,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
296,18,Simple,Mujer,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
297,34,Simple,Varón,Menor de 15,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
298,34,Simple,Mujer,25 a 29,37 a 41,Sin especificar,2500 gramos y más,224,2022
299,62,Simple,Varón,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
300,30,Simple,Varón,15 a 19,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
301,86,Simple,Varón,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,23,2022
302,42,Simple,Mujer,Menor de 15,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
303,26,Simple,Varón,30 a 34,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
304,66,Simple,Mujer,20 a 24,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,1,2022
305,18,Simple,Varón,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,3,2022
306,34,Simple,Mujer,40 a 44,37 a 41,Sin especificar,Menos de 2500 gramos,1,2022
307,2,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,42,2022
308,74,Simple,Mujer,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,11,2022
309,22,Simple,Varón,25 a 29,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
310,62,Simple,Varón,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
311,54,Simple,Mujer,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,31,2022
312,14,Simple,Varón,25 a 29,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,8,2022
313,2,Sin especificar,Varón,40 a 44,37 a 41,Sin especificar,Menos de 2500 gramos,3,2022
314,34,Simple,Varón,25 a 29,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
315,66,Simple,Mujer,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,9,2022
316,90,Simple,Mujer,40 a 44,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
317,99,Simple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
318,70,Simple,Mujer,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,4,2022
319,54,Simple,Mujer,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,9,2022
320,90,Simple,Varón,30 a 34,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
321,62,Simple,Sin especificar,35 a 39,37 a 41,Sin especificar,2500 gramos y más,1,2022
322,86,Múltiple,Mujer,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
323,90,Múltiple,Varón,25 a 29,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
324,82,Múltiple,Mujer,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
325,98,Simple,Mujer,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,3,2022
326,30,Simple,Varón,Menor de 15,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
327,34,Simple,Varón,30 a 34,37 a 41,Sin especificar,2500 gramos y más,182,2022
328,66,Simple,Mujer,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,6,2022
329,54,Múltiple,Mujer,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
330,6,Múltiple,Mujer,30 a 34,37 a 41,Sin especificar,Menos de 2500 gramos,6,2022
331,6,Múltiple,Varón,30 a 34,Sin especificar,Sin especificar,2500 gramos y más,1,2022
332,26,Simple,Mujer,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,7,2022
333,78,Simple,Mujer,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
334,66,Simple,Mujer,40 a 44,Sin especificar,Sin especificar,2500 gramos y más,1,2022
335,62,Simple,Varón,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,122,2022
336,82,Simple,Varón,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,28,2022
337,6,Múltiple,Mujer,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,12,2022
338,46,Simple,Mujer,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,64,2022
339,22,Simple,Varón,Sin especificar,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1,2022
340,6,Simple,Mujer,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
341,58,Múltiple,Varón,35 a 39,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
342,22,Sin especificar,Varón,30 a 34,37 a 41,Sin especificar,2500 gramos y más,1,2022
343,22,Simple,Mujer,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1,2022
344,6,Múltiple,Varón,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7,2022
345,66,Simple,Mujer,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5,2022
346,38,Simple,Mujer,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,23,2022
347,6,Simple,Mujer,De 45 y más,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
348,86,Simple,Varón,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,12,2022
349,34,Simple,Mujer,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,28,2022
350,34,Múltiple,Varón,30 a 34,32 a 36,Sin especificar,2500 gramos y más,2,2022
351,99,Simple,Mujer,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
352,2,Múltiple,Varón,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
353,70,Simple,Mujer,35 a 39,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
354,99,Simple,Mujer,40 a 44,37 a 41,Sin especificar,2500 gramos y más,1,2022
355,62,Múltiple,Varón,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,7,2022
356,54,Simple,Varón,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8,2022
357,54,Simple,Varón,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,3,2022
358,18,Múltiple,Mujer,20 a 24,Menos de 22,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
359,50,Simple,Mujer,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
360,54,Múltiple,Varón,15 a 19,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
361,82,Simple,Mujer,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,15,2022
362,18,Simple,Varón,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,21,2022
363,54,Múltiple,Mujer,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
364,6,Simple,Mujer,30 a 34,22 a 23,Secundario/Polimodal Completa y más,Sin especificar,1,2022
365,54,Múltiple,Mujer,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
366,86,Simple,Varón,30 a 34,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
367,82,Simple,Varón,30 a 34,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
368,50,Simple,Mujer,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1582,2022
369,38,Simple,Mujer,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
370,10,Simple,Varón,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
371,86,Simple,Mujer,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,14,2022
372,50,Simple,Mujer,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,10,2022
373,46,Simple,Varón,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5,2022
374,58,Simple,Varón,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,7,2022
375,70,Simple,Varón,25 a 29,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
376,62,Múltiple,Mujer,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
377,26,Simple,Mujer,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
378,18,Simple,Varón,15 a 19,28 a 31,Sin especificar,Menos de 2500 gramos,1,2022
379,78,Simple,Mujer,40 a 44,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
380,62,Simple,Mujer,25 a 29,37 a 41,Sin especificar,2500 gramos y más,96,2022
381,90,Múltiple,Mujer,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5,2022
382,6,Simple,Varón,Sin especificar,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,11,2022
383,22,Múltiple,Varón,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
384,22,Simple,Mujer,30 a 34,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
385,14,Múltiple,Varón,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
386,34,Múltiple,Mujer,20 a 24,32 a 36,Sin especificar,Menos de 2500 gramos,4,2022
387,38,Simple,Mujer,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,12,2022
388,90,Simple,Varón,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,1,2022
389,42,Múltiple,Varón,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
390,90,Simple,Varón,30 a 34,32 a 36,Sin especificar,2500 gramos y más,1,2022
391,30,Simple,Varón,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,11,2022
392,90,Simple,Varón,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,11,2022
393,18,Simple,Mujer,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,7,2022
394,6,Simple,Varón,35 a 39,32 a 36,Sin especificar,2500 gramos y más,45,2022
395,50,Múltiple,Mujer,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
396,14,Múltiple,Mujer,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
397,50,Simple,Mujer,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,13,2022
398,6,Simple,Varón,15 a 19,32 a 36,Sin especificar,2500 gramos y más,31,2022
399,66,Simple,Varón,15 a 19,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
400,78,Simple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,158,2022
401,34,Simple,Mujer,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,11,2022
402,34,Múltiple,Varón,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
403,86,Simple,Varón,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
404,18,Múltiple,Mujer,20 a 24,32 a 36,Sin especificar,Menos de 2500 gramos,6,2022
405,50,Simple,Varón,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
406,14,Simple,Mujer,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,7,2022
407,6,Simple,Varón,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,8,2022
408,54,Simple,Mujer,De 45 y más,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
409,50,Simple,Varón,De 45 y más,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
410,62,Múltiple,Varón,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,2,2022
411,82,Simple,Mujer,20 a 24,42 y más,Sin especificar,2500 gramos y más,1,2022
412,6,Múltiple,Varón,Sin especificar,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2,2022
413,90,Múltiple,Varón,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
414,86,Simple,Mujer,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
415,14,Simple,Mujer,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,286,2022
416,18,Múltiple,Mujer,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
417,74,Simple,Mujer,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,202,2022
418,6,Múltiple,Varón,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,6,2022
419,6,Simple,Sin especificar,20 a 24,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
420,22,Simple,Mujer,40 a 44,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
421,34,Simple,Mujer,35 a 39,32 a 36,Sin especificar,Menos de 2500 gramos,1,2022
422,38,Simple,Varón,30 a 34,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,2,2022
423,6,Sin especificar,Mujer,25 a 29,32 a 36,Sin especificar,Menos de 2500 gramos,1,2022
424,30,Múltiple,Varón,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,3,2022
425,34,Simple,Varón,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
426,82,Simple,Varón,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,39,2022
427,90,Simple,Varón,20 a 24,42 y más,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3,2022
428,2,Simple,Mujer,Sin especificar,37 a 41,Sin especificar,Menos de 2500 gramos,1,2022
429,18,Simple,Varón,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,23,2022
430,86,Múltiple,Mujer,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2,2022
431,62,Simple,Mujer,30 a 34,28 a 31,Sin especificar,Menos de 2500 gramos,6,2022
432,82,Múltiple,Mujer,20 a 24,22 a 23,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
433,62,Simple,Mujer,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,545,2022
434,26,Múltiple,Varón,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3,2022
435,18,Simple,Varón,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,429,2022
436,99,Sin especificar,Varón,40 a 44,32 a 36,Sin especificar,2500 gramos y más,1,2022
437,82,Simple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,57,2022
438,18,Simple,Varón,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
439,18,Simple,Mujer,15 a 19,37 a 41,Sin especificar,2500 gramos y más,218,2022
440,62,Simple,Mujer,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,10,2022
441,90,Simple,Varón,25 a 29,32 a 36,Sin especificar,2500 gramos y más,2,2022
442,6,Sin especificar,Varón,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
443,50,Simple,Mujer,35 a 39,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
444,66,Simple,Mujer,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
445,50,Simple,Varón,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8,2022
446,82,Simple,Varón,15 a 19,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2,2022
447,50,Múltiple,Varón,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1,2022
448,50,Simple,Varón,Menor de 15,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
449,54,Simple,Sin especificar,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
450,26,Simple,Mujer,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
451,82,Simple,Varón,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,18,2022
452,18,Simple,Mujer,Menor de 15,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1,2022
453,46,Simple,Mujer,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,69,2022
454,74,Simple,Mujer,15 a 19,37 a 41,Sin especificar,2500 gramos y más,2,2022
455,66,Múltiple,Varón,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
456,58,Simple,Mujer,35 a 39,28 a 31,Secundario/Polimodal Completa y más,2500 gramos y más,1,2022
457,22,Simple,Varón,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,12,2022
458,66,Simple,Varón,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,618,2022
459,34,Simple,Varón,20 a 24,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1,2022
460,30,Simple,Varón,Menor de 15,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1,2022
461,70,Simple,Varón,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2,2022
462,50,Simple,Varón,30 a 34,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,1,2022
463,90,Múltiple,Mujer,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,4,2022
464,82,Simple,Mujer,25 a 29,37 a 41,Sin especificar,Menos de 2500 gramos,3,2022
