,provincia_residencia,tipo_parto,sexo,grupo_edad_madre,grupo_semanas_gestacion,nivel_educativo_madre,peso_nacimiento,cantidad
10561,6,1,2,25 a 29,22 a 23,Secundario/Polimodal Completa y más,Sin especificar,1
10562,38,1,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,11
10563,6,1,2,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Sin especificar,2
10564,38,1,1,35 a 39,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10565,98,1,1,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10566,26,1,2,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,3
10567,78,1,2,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10568,22,1,1,15 a 19,42 y más,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10569,99,1,1,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10570,22,1,2,35 a 39,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2
10571,34,1,2,20 a 24,37 a 41,Sin especificar,2500 gramos y más,30
10572,10,1,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7
10573,38,1,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,23
10574,70,1,1,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
10575,14,2,2,25 a 29,37 a 41,Sin especificar,2500 gramos y más,2
10576,70,1,2,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,11
10577,58,1,1,35 a 39,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10578,2,1,1,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,6
10579,54,1,1,30 a 34,Sin especificar,Sin especificar,Sin especificar,5
10580,58,2,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,4
10581,82,2,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,34
10582,6,1,1,Sin especificar,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
10583,34,1,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,1
10584,74,1,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,18
10585,18,1,1,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,14
10586,82,1,1,40 a 44,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,4
10587,6,1,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,193
10588,62,1,2,20 a 24,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1
10589,62,1,1,15 a 19,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
10590,86,1,2,20 a 24,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10591,6,2,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,80
10592,86,1,1,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,7
10593,90,1,1,Sin especificar,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10594,90,2,1,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
10595,66,2,2,35 a 39,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,1
10596,54,1,1,30 a 34,Sin especificar,Sin especificar,2500 gramos y más,11
10597,34,1,2,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,15
10598,90,1,2,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,450
10599,50,1,2,Sin especificar,37 a 41,Sin especificar,Menos de 2500 gramos,2
10600,22,2,2,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10601,82,9,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
10602,62,1,2,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10603,6,1,1,15 a 19,Sin especificar,Sin especificar,2500 gramos y más,11
10604,66,1,2,40 a 44,37 a 41,Sin especificar,2500 gramos y más,2
10605,6,1,1,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,47
10606,6,1,2,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,151
10607,90,1,1,40 a 44,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10608,34,1,1,25 a 29,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,383
10609,2,1,1,25 a 29,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10610,14,1,1,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,8
10611,22,2,1,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,12
10612,30,2,2,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10613,50,2,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1
10614,2,1,2,15 a 19,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,1
10615,50,2,2,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
10616,30,2,2,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,4
10617,18,1,1,20 a 24,28 a 31,Secundaria/Polimodal Incompleta,2500 gramos y más,1
10618,54,1,1,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,8
10619,18,1,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,3
10620,46,1,2,35 a 39,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
10621,34,2,1,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10622,30,2,1,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
10623,6,1,1,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,62
10624,86,1,1,15 a 19,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,8
10625,18,1,1,15 a 19,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
10626,6,1,2,Sin especificar,28 a 31,Secundaria/Polimodal Incompleta,Sin especificar,1
10627,30,1,2,35 a 39,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,11
10628,66,1,1,Menor de 15,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
10629,50,2,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,6
10630,34,1,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5
10631,66,2,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,3
10632,62,1,1,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10633,2,2,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,4
10634,6,1,2,30 a 34,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
10635,2,1,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,81
10636,2,2,1,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,31
10637,74,1,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,113
10638,54,1,1,20 a 24,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,2
10639,26,2,2,35 a 39,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
10640,34,1,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,159
10641,82,1,1,30 a 34,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10642,2,1,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,76
10643,34,1,2,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
10644,22,9,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10645,90,1,2,35 a 39,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,15
10646,62,1,1,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,2500 gramos y más,2
10647,99,1,2,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,33
10648,38,1,1,15 a 19,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10649,66,1,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,821
10650,54,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
10651,58,1,1,30 a 34,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
10652,74,2,1,30 a 34,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
10653,99,1,1,35 a 39,37 a 41,Sin especificar,2500 gramos y más,19
10654,54,1,1,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,Sin especificar,12
10655,66,1,2,Menor de 15,37 a 41,Sin especificar,2500 gramos y más,1
10656,6,2,1,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7
10657,58,2,2,30 a 34,32 a 36,Sin especificar,Menos de 2500 gramos,1
10658,46,1,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
10659,18,2,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10660,54,2,1,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10661,82,2,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,6
10662,78,1,1,40 a 44,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,27
10663,10,1,1,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,7
10664,6,1,9,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10665,58,1,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,9
10666,6,1,2,Sin especificar,Menos de 22,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
10667,30,1,1,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,44
10668,6,1,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,60
10669,22,2,2,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,1
10670,38,1,2,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,20
10671,66,1,2,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,6
10672,50,1,2,30 a 34,42 y más,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10673,38,1,1,15 a 19,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
10674,50,2,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,12
10675,6,9,1,20 a 24,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10676,74,1,2,20 a 24,32 a 36,Sin especificar,2500 gramos y más,2
10677,38,1,1,20 a 24,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
10678,46,1,2,30 a 34,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
10679,10,1,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10680,82,2,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,4
10681,6,9,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,33
10682,90,1,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,331
10683,74,1,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,9
10684,6,1,2,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,13
10685,86,1,2,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10686,66,2,1,25 a 29,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,9
10687,2,1,1,35 a 39,32 a 36,Secundario/Polimodal Completa y más,Sin especificar,1
10688,14,2,2,25 a 29,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10689,90,1,1,25 a 29,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,3
10690,78,1,2,25 a 29,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,4
10691,94,1,1,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10692,70,1,1,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,5
10693,78,1,1,Sin especificar,Sin especificar,Sin especificar,2500 gramos y más,1
10694,2,2,1,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1
10695,6,2,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,3
10696,6,1,1,35 a 39,37 a 41,Sin especificar,2500 gramos y más,319
10697,6,1,9,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
10698,99,1,1,25 a 29,32 a 36,Sin especificar,Menos de 2500 gramos,1
10699,54,1,2,20 a 24,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10700,14,1,2,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,513
10701,30,1,1,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,53
10702,82,1,1,De 45 y más,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1
10703,90,1,1,30 a 34,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,4
10704,6,1,2,Sin especificar,24 a 27,Sin especificar,Menos de 2500 gramos,6
10705,10,1,2,35 a 39,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
10706,14,1,1,30 a 34,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,7
10707,70,1,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,11
10708,30,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10709,42,1,1,Menor de 15,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,9
10710,86,1,1,30 a 34,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,15
10711,30,1,1,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,6
10712,38,1,1,15 a 19,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,3
10713,22,1,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,5
10714,30,1,2,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,3
10715,86,2,1,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
10716,26,2,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
10717,18,1,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,23
10718,74,2,2,15 a 19,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
10719,62,1,1,40 a 44,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10720,70,2,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10721,90,1,1,20 a 24,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
10722,42,1,1,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,10
10723,2,1,1,Sin especificar,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,7
10724,94,2,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10725,18,2,1,20 a 24,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
10726,62,1,2,De 45 y más,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10727,26,1,2,15 a 19,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,5
10728,6,2,1,25 a 29,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10729,50,1,1,20 a 24,32 a 36,Secundario/Polimodal Completa y más,Menos de 2500 gramos,40
10730,22,1,1,35 a 39,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10731,18,1,2,40 a 44,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
10732,6,1,2,Sin especificar,32 a 36,Hasta Primaria/C.EGB Completa,Sin especificar,5
10733,74,1,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
10734,66,1,2,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,Sin especificar,1
10735,6,1,2,25 a 29,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,10
10736,54,1,2,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,33
10737,14,1,1,15 a 19,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,6
10738,46,1,2,Menor de 15,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,1
10739,2,1,2,Sin especificar,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10740,50,2,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,6
10741,22,1,1,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
10742,26,2,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,3
10743,14,1,2,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,34
10744,34,1,1,40 a 44,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,14
10745,50,1,2,Menor de 15,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10746,6,1,1,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,155
10747,74,1,2,40 a 44,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,4
10748,90,2,1,35 a 39,22 a 23,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10749,26,1,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,184
10750,18,1,2,Sin especificar,Sin especificar,Sin especificar,2500 gramos y más,5
10751,2,2,2,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
10752,90,1,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,20
10753,18,1,1,15 a 19,Sin especificar,Secundario/Polimodal Completa y más,2500 gramos y más,9
10754,90,1,1,15 a 19,Sin especificar,Sin especificar,2500 gramos y más,3
10755,6,2,2,20 a 24,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,10
10756,34,1,1,25 a 29,28 a 31,Secundario/Polimodal Completa y más,Menos de 2500 gramos,2
10757,34,1,2,15 a 19,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,3
10758,74,1,2,15 a 19,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,6
10759,54,1,2,15 a 19,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
10760,6,1,1,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Sin especificar,2
10761,58,1,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,722
10762,90,1,1,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,121
10763,26,1,2,Menor de 15,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
10764,42,1,1,De 45 y más,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1
10765,14,1,1,Sin especificar,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10766,38,1,2,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,587
10767,74,1,1,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,114
10768,78,1,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,9
10769,6,1,2,30 a 34,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,391
10770,26,1,2,25 a 29,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,5
10771,62,2,1,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,4
10772,66,1,1,15 a 19,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,871
10773,99,1,2,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,5
10774,86,1,2,Sin especificar,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,6
10775,6,1,2,35 a 39,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,69
10776,30,1,1,20 a 24,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,64
10777,6,9,2,25 a 29,24 a 27,Secundario/Polimodal Completa y más,Menos de 2500 gramos,8
10778,86,2,2,Menor de 15,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10779,2,2,1,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,39
10780,30,1,1,35 a 39,24 a 27,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
10781,14,1,2,Sin especificar,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,40
10782,22,2,2,15 a 19,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,3
10783,6,1,1,40 a 44,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,3
10784,10,1,1,35 a 39,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,1
10785,82,2,2,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,4
10786,34,1,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,7
10787,58,1,2,Sin especificar,37 a 41,Sin especificar,2500 gramos y más,1
10788,22,1,2,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,14
10789,50,1,1,40 a 44,32 a 36,Hasta Primaria/C.EGB Completa,2500 gramos y más,8
10790,74,2,1,20 a 24,37 a 41,Sin especificar,2500 gramos y más,1
10791,14,2,1,35 a 39,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,6
10792,66,1,2,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10793,26,1,1,25 a 29,42 y más,Secundario/Polimodal Completa y más,2500 gramos y más,4
10794,86,1,1,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,510
10795,86,2,2,35 a 39,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,3
10796,90,1,1,25 a 29,32 a 36,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,9
10797,82,2,1,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,6
10798,6,1,1,20 a 24,37 a 41,Secundaria/Polimodal Incompleta,Sin especificar,48
10799,50,1,2,20 a 24,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,8
10800,42,1,1,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10801,10,1,2,30 a 34,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
10802,30,2,2,20 a 24,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,3
10803,46,1,2,25 a 29,Sin especificar,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10804,34,1,1,25 a 29,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,211
10805,66,1,2,De 45 y más,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,21
10806,22,1,2,De 45 y más,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,3
10807,54,1,1,Sin especificar,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,1
10808,78,1,2,25 a 29,28 a 31,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
10809,50,1,1,30 a 34,37 a 41,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,11
10810,70,1,2,20 a 24,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,27
10811,14,2,1,15 a 19,28 a 31,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,2
10812,66,2,2,25 a 29,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,2
10813,6,1,2,15 a 19,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,2292
10814,6,1,2,15 a 19,Sin especificar,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,13
10815,90,1,2,30 a 34,32 a 36,Secundario/Polimodal Completa y más,2500 gramos y más,39
10816,30,2,2,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,5
10817,46,1,2,30 a 34,32 a 36,Secundaria/Polimodal Incompleta,2500 gramos y más,2
10818,46,1,2,30 a 34,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,300
10819,10,1,2,25 a 29,Sin especificar,Secundaria/Polimodal Incompleta,2500 gramos y más,1
10820,54,1,2,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Sin especificar,9
10821,14,1,1,35 a 39,42 y más,Hasta Primaria/C.EGB Completa,2500 gramos y más,2
10822,2,1,1,40 a 44,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,4
10823,38,2,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,1
10824,62,2,2,15 a 19,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,2
10825,62,1,2,40 a 44,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,1
10826,58,1,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,321
10827,38,1,1,20 a 24,24 a 27,Secundaria/Polimodal Incompleta,Menos de 2500 gramos,1
10828,66,2,1,20 a 24,32 a 36,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,7
10829,82,2,1,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,4
10830,90,1,1,25 a 29,37 a 41,Hasta Primaria/C.EGB Completa,Menos de 2500 gramos,25
10831,2,1,1,30 a 34,42 y más,Secundaria/Polimodal Incompleta,2500 gramos y más,2
10832,2,2,2,30 a 34,Sin especificar,Hasta Primaria/C.EGB Completa,2500 gramos y más,1
10833,14,1,2,30 a 34,Sin especificar,Secundario/Polimodal Completa y más,Sin especificar,2
10834,2,1,1,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,4
10835,86,1,2,30 a 34,37 a 41,Hasta Primaria/C.EGB Completa,2500 gramos y más,632
10836,30,1,2,De 45 y más,37 a 41,Secundaria/Polimodal Incompleta,2500 gramos y más,1
10837,14,1,2,15 a 19,37 a 41,Hasta Primaria/C.EGB Completa,Sin especificar,3
10838,30,1,2,25 a 29,37 a 41,Secundario/Polimodal Completa y más,Menos de 2500 gramos,32
10839,14,2,2,35 a 39,37 a 41,Secundario/Polimodal Completa y más,2500 gramos y más,10
